DATE,AD_CLIENT_ID,CUSTOM_CHANNEL_NAME,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-05-06,partner-ebay-de-05,WSR-SRP-I5,334197,332376,0.9946,1654254,3597,0.0236,0.0108,0.24,862.14,2.58
2014-05-03,partner-ebay-de-05,WSR-SRP-I5,324300,322901,0.9957,1608147,3785,0.0153,0.0117,0.24,894.32,2.76
2014-04-29,partner-ebay-de-05,WSR-SRP-I5,327002,325372,0.995,1619986,3670,0.0121,0.0113,0.25,909.84,2.78
2014-05-10,partner-ebay-de-05,WSR-SRP-I5,311400,310123,0.9959,1544402,3365,0.0178,0.0109,0.24,792.88,2.55
2014-05-02,partner-ebay-de-06,WSR-BLP-I5,2799579,2798448,0.9996,13990220,6260,0.0298,0.0022,0.41,2586.63,0.92
2014-06-10,partner-ebay-de-06,WSR-BLP-I5,2088086,2082105,0.9971,10385136,4334,0.0337,0.0021,0.46,1998.79,0.96
2014-05-17,partner-ebay-de-06,WSR-BLP-I5,2411964,2410872,0.9995,12054056,4958,0.0202,0.0021,0.41,2011.28,0.83
2014-04-20,partner-ebay-de-06,WSR-BLP-I5,2723489,2722807,0.9997,13609503,5362,0.0272,0.002,0.44,2375.57,0.87
2014-05-25,partner-ebay-de-06,WSR-BLP-I5,3014878,3006286,0.9972,15023323,6368,0.0179,0.0021,0.42,2678.66,0.89
2014-05-07,partner-ebay-de-06,WSR-BLP-I5,2655379,2654536,0.9997,13270886,5719,0.0271,0.0022,0.43,2444.84,0.92
2014-04-16,partner-ebay-de-06,WSR-BLP-I5,2260910,2260224,0.9997,11298981,4630,0.0222,0.002,0.39,1828.18,0.81
2014-05-15,partner-ebay-de-06,WSR-BLP-I5,2493052,2491954,0.9996,12458056,5200,0.0249,0.0021,0.40,2105.09,0.84
2014-05-24,partner-ebay-de-06,WSR-BLP-I5,2495572,2488461,0.9972,12434252,5247,0.0204,0.0021,0.43,2257.55,0.90
2014-04-24,partner-ebay-de-06,WSR-BLP-I5,2409987,2409249,0.9997,12042169,5202,0.028,0.0022,0.41,2157.88,0.90
2014-04-21,partner-ebay-de-06,WSR-BLP-I5,3508032,3507160,0.9998,17529721,8329,0.0265,0.0024,0.40,3341.86,0.95
2014-05-26,partner-ebay-de-06,WSR-BLP-I5,2518141,2510815,0.9971,12547043,5650,0.0206,0.0023,0.40,2286.77,0.91
2014-05-10,partner-ebay-de-06,WSR-BLP-I5,2809423,2808428,0.9996,14038336,5908,0.024,0.0021,0.42,2468.43,0.88
2014-06-05,partner-ebay-de-06,WSR-BLP-I5,2246686,2244941,0.9992,11219583,4706,0.0224,0.0021,0.44,2068.73,0.92
2014-05-08,partner-ebay-de-06,WSR-BLP-I5,2636625,2635778,0.9997,13175081,5666,0.0228,0.0021,0.41,2348.80,0.89
2014-05-03,partner-ebay-de-06,WSR-BLP-I5,2772628,2771901,0.9997,13854914,5955,0.0268,0.0021,0.41,2422.69,0.87
2014-05-27,partner-ebay-de-06,WSR-BLP-I5,2692322,2684441,0.9971,13412758,6270,0.0206,0.0023,0.41,2601.37,0.97
2014-06-06,partner-ebay-de-06,WSR-BLP-I5,1840760,1839214,0.9992,9190746,3516,0.0277,0.0019,0.48,1673.25,0.91
2014-05-30,partner-ebay-de-06,WSR-BLP-I5,2232827,2230416,0.9989,11134045,4682,0.0191,0.0021,0.42,1969.89,0.88
2014-06-11,partner-ebay-de-06,WSR-BLP-I5,2164848,2158680,0.9972,10766318,4587,0.0319,0.0021,0.45,2050.01,0.95
2014-05-11,partner-ebay-de-06,WSR-BLP-I5,3766216,3764838,0.9996,18819085,7694,0.0412,0.002,0.40,3040.93,0.81
2014-06-08,partner-ebay-de-06,WSR-BLP-I5,2611427,2609342,0.9992,13038001,5306,0.0302,0.002,0.46,2458.91,0.94
2014-05-23,partner-ebay-de-06,WSR-BLP-I5,2462618,2455248,0.997,12267855,5355,0.0216,0.0022,0.45,2383.57,0.97
2014-04-23,partner-ebay-de-06,WSR-BLP-I5,2410055,2409307,0.9997,12043130,5357,0.0308,0.0022,0.41,2221.91,0.92
2014-05-12,partner-ebay-de-06,WSR-BLP-I5,2831085,2829923,0.9996,14146425,6503,0.0202,0.0023,0.40,2594.30,0.92
2014-05-05,partner-ebay-de-06,WSR-BLP-I5,2433013,2432184,0.9997,12159216,5069,0.0339,0.0021,0.41,2091.22,0.86
2014-06-01,partner-ebay-de-06,WSR-BLP-I5,3151664,3149021,0.9992,15719411,6780,0.0305,0.0022,0.42,2814.57,0.89
2014-04-28,partner-ebay-de-06,WSR-BLP-I5,2746985,2745964,0.9996,13724349,5970,0.028,0.0022,0.41,2473.32,0.90
2014-06-02,partner-ebay-de-06,WSR-BLP-I5,2274862,2272700,0.999,11345987,4829,0.0248,0.0021,0.42,2048.78,0.90
2014-05-31,partner-ebay-de-06,WSR-BLP-I5,2133329,2131138,0.999,10639457,4549,0.0169,0.0021,0.44,2022.94,0.95
2014-05-06,partner-ebay-de-06,WSR-BLP-I5,2535152,2534330,0.9997,12667497,5275,0.0276,0.0021,0.43,2243.78,0.89
2014-05-14,partner-ebay-de-06,WSR-BLP-I5,2533167,2531914,0.9995,12658299,5610,0.0165,0.0022,0.40,2229.71,0.88
2014-04-19,partner-ebay-de-06,WSR-BLP-I5,2404080,2403373,0.9997,12014756,4923,0.0263,0.002,0.42,2057.74,0.86
2014-05-28,partner-ebay-de-06,WSR-BLP-I5,2556320,2550143,0.9976,12730028,5562,0.0187,0.0022,0.42,2343.41,0.92
2014-05-19,partner-ebay-de-06,WSR-BLP-I5,2333672,2332497,0.9995,11662431,5036,0.0143,0.0022,0.41,2068.96,0.89
2014-04-15,partner-ebay-de-06,WSR-BLP-I5,2605869,2605131,0.9997,13021443,5962,0.0241,0.0023,0.38,2287.35,0.88
2014-05-01,partner-ebay-de-06,WSR-BLP-I5,3443138,3442069,0.9997,17203369,8033,0.0225,0.0023,0.42,3338.57,0.97
2014-05-04,partner-ebay-de-06,WSR-BLP-I5,3569688,3568607,0.9997,17839450,7628,0.031,0.0021,0.39,2969.00,0.83
2014-06-09,partner-ebay-de-06,WSR-BLP-I5,2691193,2688835,0.9991,13432773,5843,0.0288,0.0022,0.44,2550.90,0.95
2014-06-03,partner-ebay-de-06,WSR-BLP-I5,2203923,2201881,0.9991,10992351,4624,0.0255,0.0021,0.43,2002.83,0.91
2014-05-29,partner-ebay-de-06,WSR-BLP-I5,3178680,3174421,0.9987,15842772,7503,0.022,0.0024,0.42,3120.89,0.98
2014-04-18,partner-ebay-de-06,WSR-BLP-I5,3563353,3562577,0.9998,17808156,8648,0.0263,0.0024,0.40,3428.60,0.96
2014-06-07,partner-ebay-de-06,WSR-BLP-I5,1857093,1855454,0.9991,9270993,3603,0.023,0.0019,0.47,1688.49,0.91
2014-04-22,partner-ebay-de-06,WSR-BLP-I5,2533777,2533046,0.9997,12662457,5569,0.0247,0.0022,0.41,2271.10,0.90
2014-05-20,partner-ebay-de-06,WSR-BLP-I5,2195168,2194009,0.9995,10969848,4599,0.03,0.0021,0.43,1997.80,0.91
2014-04-30,partner-ebay-de-06,WSR-BLP-I5,2352049,2351192,0.9996,11753106,4964,0.0108,0.0021,0.44,2162.23,0.92
2014-04-27,partner-ebay-de-06,WSR-BLP-I5,3873559,3872733,0.9998,19355542,8788,0.0276,0.0023,0.39,3385.51,0.87
2014-05-21,partner-ebay-de-06,WSR-BLP-I5,2231377,2226162,0.9977,11127315,4656,0.0198,0.0021,0.44,2030.88,0.91
2014-04-17,partner-ebay-de-06,WSR-BLP-I5,2238869,2238347,0.9998,11189226,4514,0.0215,0.002,0.42,1909.98,0.85
2014-05-13,partner-ebay-de-06,WSR-BLP-I5,2707107,2705731,0.9995,13527416,5965,0.0231,0.0022,0.41,2436.50,0.90
2014-05-22,partner-ebay-de-06,WSR-BLP-I5,2314296,2306566,0.9967,11527496,5077,0.0201,0.0022,0.43,2173.05,0.94
2014-04-26,partner-ebay-de-06,WSR-BLP-I5,2591361,2590569,0.9997,12946716,5539,0.0291,0.0021,0.44,2437.03,0.94
2014-04-25,partner-ebay-de-06,WSR-BLP-I5,2295483,2294676,0.9996,11469423,4805,0.0254,0.0021,0.43,2086.55,0.91
2014-05-16,partner-ebay-de-06,WSR-BLP-I5,2306644,2305382,0.9995,11526331,4656,0.0235,0.002,0.42,1940.95,0.84
2014-06-04,partner-ebay-de-06,WSR-BLP-I5,2281555,2279478,0.9991,11380247,4836,0.0201,0.0021,0.44,2120.72,0.93
2014-05-18,partner-ebay-de-06,WSR-BLP-I5,3422316,3420925,0.9996,17102153,7045,0.0267,0.0021,0.39,2771.00,0.81
2014-05-09,partner-ebay-de-06,WSR-BLP-I5,2594977,2594086,0.9997,12967646,5275,0.0246,0.002,0.42,2235.64,0.86
2014-04-29,partner-ebay-de-06,WSR-BLP-I5,2538470,2537536,0.9996,12682539,5689,0.0154,0.0022,0.42,2394.95,0.94
2014-05-29,partner-ebay-de-06,WSR-SRP-I5,13059775,13015550,0.9966,64791801,93157,0.0141,0.0072,0.32,29713.13,2.28
2014-05-25,partner-ebay-de-06,WSR-SRP-I5,12216648,12163383,0.9956,60575212,81576,0.0143,0.0067,0.32,25763.67,2.11
2014-04-28,partner-ebay-de-06,WSR-SRP-I5,12118561,12069073,0.9959,60123242,85314,0.0156,0.0071,0.32,26973.55,2.23
2014-06-10,partner-ebay-de-06,WSR-SRP-I5,9226782,9181199,0.9951,45681251,61501,0.0161,0.0067,0.33,20387.25,2.21
2014-05-19,partner-ebay-de-06,WSR-SRP-I5,10266348,10219990,0.9955,50900331,66709,0.0191,0.0065,0.32,21334.01,2.08
2014-05-14,partner-ebay-de-06,WSR-SRP-I5,11227601,11179775,0.9957,55683439,75607,0.0136,0.0068,0.32,23942.81,2.13
2014-04-17,partner-ebay-de-06,WSR-SRP-I5,9041907,9003360,0.9957,44845168,57850,0.0162,0.0064,0.33,19179.60,2.12
2014-06-08,partner-ebay-de-06,WSR-SRP-I5,10176058,10141484,0.9966,50528666,67500,0.0171,0.0067,0.33,22254.27,2.19
2014-05-12,partner-ebay-de-06,WSR-SRP-I5,12498100,12446197,0.9958,62005465,88880,0.015,0.0071,0.31,27612.92,2.21
2014-05-18,partner-ebay-de-06,WSR-SRP-I5,14011147,13958292,0.9962,69538075,92209,0.0147,0.0066,0.31,28319.61,2.02
2014-05-30,partner-ebay-de-06,WSR-SRP-I5,9582054,9547040,0.9963,47519255,62452,0.0134,0.0065,0.33,20298.77,2.12
2014-05-24,partner-ebay-de-06,WSR-SRP-I5,10016759,9970681,0.9954,49654840,67000,0.0149,0.0067,0.32,21537.24,2.15
2014-05-09,partner-ebay-de-06,WSR-SRP-I5,10844556,10799372,0.9958,53801328,72142,0.0153,0.0067,0.32,23346.12,2.15
2014-04-19,partner-ebay-de-06,WSR-SRP-I5,9355829,9317846,0.9959,46417454,62248,0.0171,0.0067,0.33,20397.62,2.18
2014-05-31,partner-ebay-de-06,WSR-SRP-I5,8790268,8758748,0.9964,43599438,57250,0.0119,0.0065,0.33,18743.32,2.13
2014-05-06,partner-ebay-de-06,WSR-SRP-I5,11337795,11288843,0.9957,56226372,76816,0.017,0.0068,0.32,24908.70,2.20
2014-04-15,partner-ebay-de-06,WSR-SRP-I5,11543643,11494453,0.9957,57257068,83819,0.0156,0.0073,0.30,25514.85,2.21
2014-05-04,partner-ebay-de-06,WSR-SRP-I5,15170452,15116465,0.9964,75312343,105418,0.0186,0.007,0.31,32327.02,2.13
2014-04-20,partner-ebay-de-06,WSR-SRP-I5,10453053,10413933,0.9963,51888382,61939,0.0148,0.0059,0.34,20761.11,1.99
2014-06-09,partner-ebay-de-06,WSR-SRP-I5,11154213,11114716,0.9965,55375841,77397,0.0176,0.007,0.33,25392.66,2.28
2014-05-01,partner-ebay-de-06,WSR-SRP-I5,14458324,14405788,0.9964,71772336,102262,0.0162,0.0071,0.33,33282.94,2.30
2014-05-28,partner-ebay-de-06,WSR-SRP-I5,10460495,10413990,0.9956,51817389,71194,0.0144,0.0068,0.32,22984.42,2.20
2014-05-27,partner-ebay-de-06,WSR-SRP-I5,11539946,11485392,0.9953,57176375,81329,0.0133,0.0071,0.32,25696.36,2.23
2014-06-01,partner-ebay-de-06,WSR-SRP-I5,13363140,13320608,0.9968,66312810,90444,0.016,0.0068,0.31,27928.97,2.09
2014-05-23,partner-ebay-de-06,WSR-SRP-I5,10140779,10091112,0.9951,50241030,65881,0.0132,0.0065,0.33,21617.50,2.13
2014-05-11,partner-ebay-de-06,WSR-SRP-I5,15573044,15518470,0.9965,77321267,106872,0.0142,0.0069,0.30,32371.51,2.08
2014-06-03,partner-ebay-de-06,WSR-SRP-I5,9894041,9856396,0.9962,49054506,65221,0.0168,0.0066,0.32,20916.62,2.11
2014-05-21,partner-ebay-de-06,WSR-SRP-I5,9584382,9533987,0.9947,47479761,61312,0.0171,0.0064,0.33,20467.21,2.14
2014-06-04,partner-ebay-de-06,WSR-SRP-I5,10144053,10104735,0.9961,50296440,67626,0.0158,0.0067,0.32,21613.40,2.13
2014-05-16,partner-ebay-de-06,WSR-SRP-I5,9541856,9498263,0.9954,47309733,58604,0.0146,0.0062,0.33,19106.43,2.00
2014-04-27,partner-ebay-de-06,WSR-SRP-I5,16275631,16219059,0.9965,80807408,115689,0.0188,0.0071,0.31,35555.84,2.18
2014-04-18,partner-ebay-de-06,WSR-SRP-I5,14308290,14257551,0.9965,71033835,103462,0.0175,0.0073,0.32,32860.17,2.30
2014-05-20,partner-ebay-de-06,WSR-SRP-I5,9560090,9518201,0.9956,47411178,61071,0.0168,0.0064,0.33,20171.83,2.11
2014-06-02,partner-ebay-de-06,WSR-SRP-I5,10184531,10145176,0.9961,50491528,66341,0.0172,0.0065,0.32,21208.37,2.08
2014-05-02,partner-ebay-de-06,WSR-SRP-I5,12092389,12043731,0.996,60001091,82676,0.0177,0.0069,0.32,26566.12,2.20
2014-06-05,partner-ebay-de-06,WSR-SRP-I5,9736914,9699094,0.9961,48315098,64360,0.0163,0.0066,0.33,21098.26,2.17
2014-04-21,partner-ebay-de-06,WSR-SRP-I5,14534441,14483822,0.9965,72163077,105966,0.0175,0.0073,0.32,33636.44,2.31
2014-04-16,partner-ebay-de-06,WSR-SRP-I5,9875671,9831674,0.9955,48970743,65815,0.0143,0.0067,0.31,20620.90,2.09
2014-04-26,partner-ebay-de-06,WSR-SRP-I5,10700873,10662490,0.9964,53125886,73607,0.017,0.0069,0.33,24278.74,2.27
2014-05-17,partner-ebay-de-06,WSR-SRP-I5,9742855,9703012,0.9959,48340254,62287,0.0193,0.0064,0.33,20267.62,2.08
2014-04-29,partner-ebay-de-06,WSR-SRP-I5,11126662,11080011,0.9958,55191499,77096,0.0139,0.007,0.33,25188.55,2.26
2014-06-07,partner-ebay-de-06,WSR-SRP-I5,7308131,7281357,0.9963,36275621,44851,0.0193,0.0062,0.34,15422.70,2.11
2014-04-22,partner-ebay-de-06,WSR-SRP-I5,11236828,11190308,0.9959,55744134,79337,0.0159,0.0071,0.32,25592.64,2.28
2014-04-30,partner-ebay-de-06,WSR-SRP-I5,9750627,9708671,0.9957,48365793,64459,0.0125,0.0066,0.34,21868.90,2.24
2014-05-13,partner-ebay-de-06,WSR-SRP-I5,11989162,11939263,0.9958,59472083,85478,0.0137,0.0072,0.32,26948.96,2.25
2014-05-05,partner-ebay-de-06,WSR-SRP-I5,10914919,10868265,0.9957,54137509,72419,0.016,0.0067,0.32,23282.32,2.13
2014-04-25,partner-ebay-de-06,WSR-SRP-I5,9639714,9599559,0.9958,47821193,63951,0.0156,0.0067,0.34,21729.57,2.25
2014-05-07,partner-ebay-de-06,WSR-SRP-I5,11756917,11698723,0.9951,58277146,81626,0.0155,0.007,0.32,26478.48,2.25
2014-05-15,partner-ebay-de-06,WSR-SRP-I5,10809304,10759442,0.9954,53585767,70175,0.0139,0.0065,0.32,22545.99,2.09
2014-05-22,partner-ebay-de-06,WSR-SRP-I5,9764386,9708679,0.9943,48338104,61878,0.0166,0.0064,0.33,20568.42,2.11
2014-05-26,partner-ebay-de-06,WSR-SRP-I5,10999563,10945612,0.9951,54494950,74491,0.0137,0.0068,0.32,23568.77,2.14
2014-06-06,partner-ebay-de-06,WSR-SRP-I5,7570274,7540913,0.9961,37560014,46359,0.0173,0.0061,0.34,15859.48,2.09
2014-05-08,partner-ebay-de-06,WSR-SRP-I5,11485596,11437679,0.9958,56976018,77369,0.016,0.0068,0.33,25234.42,2.20
2014-06-11,partner-ebay-de-06,WSR-SRP-I5,9645790,9598435,0.9951,47754895,65562,0.0148,0.0068,0.33,21337.48,2.21
2014-05-03,partner-ebay-de-06,WSR-SRP-I5,11666614,11623032,0.9963,57908943,79917,0.0152,0.0069,0.32,25585.38,2.19
2014-04-23,partner-ebay-de-06,WSR-SRP-I5,10680680,10637737,0.996,52991368,74781,0.0149,0.007,0.33,24507.67,2.29
2014-05-10,partner-ebay-de-06,WSR-SRP-I5,11558740,11516067,0.9963,57381006,77161,0.0159,0.0067,0.32,24949.65,2.16
2014-04-24,partner-ebay-de-06,WSR-SRP-I5,10522834,10479558,0.9959,52201825,72256,0.0165,0.0069,0.33,23937.81,2.27
2014-05-02,partner-ebay-de-vip-01,testchannel-01,24570957,24486253,0.9966,122197022,32460,0.0223,0.0013,0.29,9416.17,0.38
2014-04-26,partner-ebay-de-vip-01,testchannel-01,26509991,26407763,0.9961,131667671,32332,0.0281,0.0012,0.29,9254.97,0.35
2014-04-25,partner-ebay-de-vip-01,testchannel-01,12750549,12699147,0.996,63318099,16429,0.0465,0.0013,0.29,4787.32,0.38
2014-05-26,partner-ebay-de-vip-01,testchannel-01,1,1,1,5,0,,0,,0.00,0.00
2014-06-02,partner-ebay-de-vip-01,testchannel-01,25585975,25487562,0.9962,127146412,23323,0.0239,0.0009,0.32,7379.81,0.29
2014-05-20,partner-ebay-de-vip-01,testchannel-01,1,1,1,5,0,,0,,0.00,0.00
2014-04-21,partner-ebay-de-vip-01,testchannel-01,35458284,35313056,0.9959,176020534,49520,0.0235,0.0014,0.28,13698.60,0.39
2014-04-30,partner-ebay-de-vip-01,testchannel-01,23895463,23805483,0.9962,118730797,30008,0.0224,0.0013,0.30,8874.53,0.37
2014-05-03,partner-ebay-de-vip-01,testchannel-01,23809684,23730503,0.9967,118421431,30845,0.0233,0.0013,0.29,8902.08,0.37
2014-04-16,partner-ebay-de-vip-01,testchannel-01,24802885,24700129,0.9959,123113734,33614,0.0196,0.0014,0.28,9301.52,0.38
2014-04-20,partner-ebay-de-vip-01,testchannel-01,27305487,27192854,0.9959,135533803,31535,0.0211,0.0012,0.28,8807.84,0.32
2014-05-17,partner-ebay-de-vip-01,testchannel-01,1,1,1,5,0,,0,,0.00,0.00
2014-04-19,partner-ebay-de-vip-01,testchannel-01,23858270,23757806,0.9958,118392091,29915,0.0212,0.0013,0.28,8277.51,0.35
2014-04-23,partner-ebay-de-vip-01,testchannel-01,27043545,26935840,0.996,134295736,34724,0.0188,0.0013,0.29,10184.11,0.38
2014-06-11,partner-ebay-de-vip-01,testchannel-01,20226762,20118581,0.9947,100276025,20430,0.0239,0.001,0.32,6452.42,0.32
2014-05-06,partner-ebay-de-vip-01,testchannel-01,21732418,21678126,0.9975,108323161,26097,0.0212,0.0012,0.32,8346.72,0.38
2014-04-15,partner-ebay-de-vip-01,testchannel-01,28316202,28200310,0.9959,140564762,41393,0.0211,0.0015,0.27,11076.25,0.39
2014-04-24,partner-ebay-de-vip-01,testchannel-01,24976340,24881715,0.9962,124078269,31502,0.0226,0.0013,0.29,9151.96,0.37
2014-06-03,partner-ebay-de-vip-01,testchannel-01,24648493,24554810,0.9962,122492233,22763,0.0193,0.0009,0.32,7192.70,0.29
2014-06-07,partner-ebay-de-vip-01,testchannel-01,19005436,18929837,0.996,94494015,17058,0.0255,0.0009,0.33,5630.14,0.30
2014-06-09,partner-ebay-de-vip-01,testchannel-01,27548430,27444636,0.9962,136997425,27720,0.0265,0.001,0.33,9054.82,0.33
2014-05-18,partner-ebay-de-vip-01,testchannel-01,51067,50983,0.9984,254776,98,0,0.0019,0.36,34.85,0.68
2014-05-28,partner-ebay-de-vip-01,testchannel-01,24871966,24749360,0.9951,123479477,33096,0.0201,0.0013,0.32,10459.47,0.42
2014-06-08,partner-ebay-de-vip-01,testchannel-01,27583071,27483952,0.9964,137199850,25424,0.0258,0.0009,0.32,8249.68,0.30
2014-05-14,partner-ebay-de-vip-01,testchannel-01,1,1,1,5,0,,0,,0.00,0.00
2014-04-17,partner-ebay-de-vip-01,testchannel-01,22584821,22486111,0.9956,112057345,28532,0.022,0.0013,0.28,7926.24,0.35
2014-06-01,partner-ebay-de-vip-01,testchannel-01,34766269,34643006,0.9965,172810816,31919,0.0223,0.0009,0.31,9757.28,0.28
2014-05-11,partner-ebay-de-vip-01,testchannel-01,562435,561300,0.998,2804618,510,0.0116,0.0009,0.26,131.75,0.23
2014-05-07,partner-ebay-de-vip-01,testchannel-01,15329658,15291200,0.9975,76409570,18318,0.0257,0.0012,0.31,5688.61,0.37
2014-06-10,partner-ebay-de-vip-01,testchannel-01,19416223,19313203,0.9947,96262265,18297,0.0242,0.0009,0.33,5992.19,0.31
2014-05-04,partner-ebay-de-vip-01,testchannel-01,33292210,33188493,0.9969,165624995,42612,0.0229,0.0013,0.27,11633.32,0.35
2014-05-21,partner-ebay-de-vip-01,testchannel-01,3,3,1,15,0,,0,,0.00,0.00
2014-06-05,partner-ebay-de-vip-01,testchannel-01,24155183,24064159,0.9962,120157622,30466,0.0202,0.0013,0.31,9480.05,0.39
2014-05-08,partner-ebay-de-vip-01,testchannel-01,15082691,15043465,0.9974,75170670,18051,0.0237,0.0012,0.32,5705.07,0.38
2014-06-04,partner-ebay-de-vip-01,testchannel-01,25432511,25338889,0.9963,126416512,23486,0.0245,0.0009,0.31,7312.66,0.29
2014-06-06,partner-ebay-de-vip-01,testchannel-01,19776771,19696953,0.996,98329266,16597,0.0313,0.0008,0.33,5430.79,0.27
2014-05-09,partner-ebay-de-vip-01,testchannel-01,11545601,11517042,0.9975,57545057,14150,0.0254,0.0012,0.31,4455.66,0.39
2014-04-28,partner-ebay-de-vip-01,testchannel-01,31124374,31006144,0.9962,154610452,41301,0.0215,0.0013,0.28,11557.38,0.37
2014-04-27,partner-ebay-de-vip-01,testchannel-01,41985887,41827398,0.9962,208539859,54270,0.021,0.0013,0.27,14396.49,0.34
2014-04-18,partner-ebay-de-vip-01,testchannel-01,34193865,34059804,0.9961,169771580,49373,0.0208,0.0014,0.27,13152.21,0.38
2014-05-01,partner-ebay-de-vip-01,testchannel-01,29458247,29362286,0.9967,146528081,39769,0.0213,0.0014,0.29,11602.78,0.39
2014-05-27,partner-ebay-de-vip-01,testchannel-01,2110912,2098623,0.9942,10474498,2172,0.0312,0.001,0.35,751.77,0.36
2014-04-22,partner-ebay-de-vip-01,testchannel-01,28262070,28145495,0.9959,140311101,37256,0.0198,0.0013,0.28,10485.88,0.37
2014-04-29,partner-ebay-de-vip-01,testchannel-01,27639103,27533446,0.9962,137294937,35054,0.0225,0.0013,0.29,10247.38,0.37
2014-05-31,partner-ebay-de-vip-01,testchannel-01,22014254,21933118,0.9963,109412292,19895,0.0244,0.0009,0.31,6224.81,0.28
2014-05-29,partner-ebay-de-vip-01,testchannel-01,30364617,30238334,0.9958,150827472,41515,0.0209,0.0014,0.32,13113.86,0.43
2014-05-05,partner-ebay-de-vip-01,testchannel-01,22818297,22746581,0.9969,113565527,27059,0.0261,0.0012,0.30,8225.82,0.36
2014-05-30,partner-ebay-de-vip-01,testchannel-01,24302342,24202029,0.9959,120720751,23598,0.0219,0.001,0.33,7697.44,0.32
2014-05-16,partner-ebay-de-vip-01,testchannel-02,6787508,6759670,0.9959,33787401,7995,0.0236,0.0012,0.30,2394.52,0.35
2014-05-17,partner-ebay-de-vip-01,testchannel-02,6811002,6783181,0.9959,33905838,8013,0.0172,0.0012,0.30,2416.66,0.35
2014-05-13,partner-ebay-de-vip-01,testchannel-02,260769,259971,0.9969,1299349,642,0.0302,0.0025,0.28,177.23,0.68
2014-05-24,partner-ebay-de-vip-01,testchannel-02,12650769,12569385,0.9936,62798473,16771,0.0158,0.0013,0.30,5002.16,0.40
2014-05-18,partner-ebay-de-vip-01,testchannel-02,10228006,10187560,0.996,50922301,12123,0.018,0.0012,0.29,3475.60,0.34
2014-05-10,partner-ebay-de-vip-01,testchannel-02,272645,271864,0.9971,1358807,629,0.0308,0.0023,0.32,202.52,0.74
2014-05-21,partner-ebay-de-vip-01,testchannel-02,6821375,6782266,0.9943,33895465,7646,0.0216,0.0011,0.31,2341.31,0.34
2014-05-05,partner-ebay-de-vip-01,testchannel-02,25106,25015,0.9964,124976,48,0.0204,0.0019,0.27,12.89,0.51
2014-05-14,partner-ebay-de-vip-01,testchannel-02,255097,254369,0.9971,1271379,547,0.0197,0.0022,0.34,183.91,0.72
2014-05-22,partner-ebay-de-vip-01,testchannel-02,6555763,6507779,0.9927,32518483,7710,0.016,0.0012,0.30,2309.65,0.35
2014-05-02,partner-ebay-de-vip-01,testchannel-02,30060,29964,0.9968,149683,63,0.0308,0.0021,0.33,21.01,0.70
2014-05-04,partner-ebay-de-vip-01,testchannel-02,42716,42602,0.9973,212771,71,0.0139,0.0017,0.26,18.67,0.44
2014-05-23,partner-ebay-de-vip-01,testchannel-02,7243031,7190841,0.9928,35927787,9341,0.0232,0.0013,0.30,2817.47,0.39
2014-06-09,partner-ebay-de-vip-01,testchannel-02,196451,195068,0.993,972187,136,0.0286,0.0007,0.38,51.17,0.26
2014-06-11,partner-ebay-de-vip-01,testchannel-02,2214949,2202660,0.9945,10978490,2092,0.0174,0.0009,0.32,666.96,0.30
2014-05-06,partner-ebay-de-vip-01,testchannel-02,38452,38335,0.997,191614,63,0.125,0.0016,0.30,19.05,0.50
2014-05-25,partner-ebay-de-vip-01,testchannel-02,16678655,16573846,0.9937,82804941,21381,0.0182,0.0013,0.29,6108.36,0.37
2014-05-27,partner-ebay-de-vip-01,testchannel-02,13324766,13237658,0.9935,66135730,17828,0.0189,0.0013,0.29,5248.76,0.39
2014-05-12,partner-ebay-de-vip-01,testchannel-02,264343,263500,0.9968,1316953,749,0.0196,0.0028,0.33,247.11,0.93
2014-05-09,partner-ebay-de-vip-01,testchannel-02,127260,126884,0.997,634211,277,0.0315,0.0022,0.28,77.65,0.61
2014-05-07,partner-ebay-de-vip-01,testchannel-02,104807,104522,0.9973,522441,244,0.0041,0.0023,0.33,81.61,0.78
2014-05-15,partner-ebay-de-vip-01,testchannel-02,995511,990704,0.9952,4951881,1364,0.0347,0.0014,0.33,446.42,0.45
2014-06-10,partner-ebay-de-vip-01,testchannel-02,2204515,2191844,0.9943,10925457,1966,0.018,0.0009,0.34,661.61,0.30
2014-05-01,partner-ebay-de-vip-01,testchannel-02,1115039,1109805,0.9953,5541975,1207,0.0147,0.0011,0.30,365.02,0.33
2014-05-26,partner-ebay-de-vip-01,testchannel-02,14309561,14213807,0.9933,71014693,17173,0.0232,0.0012,0.29,4964.78,0.35
2014-05-11,partner-ebay-de-vip-01,testchannel-02,405425,404406,0.9975,2021308,833,0.0325,0.0021,0.30,248.27,0.61
2014-04-30,partner-ebay-de-vip-01,testchannel-02,123987,123118,0.993,614661,110,0.009,0.0009,0.32,35.10,0.28
2014-05-08,partner-ebay-de-vip-01,testchannel-02,103911,103585,0.9969,517694,223,0.0133,0.0022,0.33,73.43,0.71
